season,mnth,holiday,weekday,workingday,weathersit,temp,atemp,hum,windspeed,cnt
1,2,0,5,1,2,0.211304,0.22858699999999998,0.585217,0.127839,1708
1,2,0,6,0,2,0.23333299999999998,0.243058,0.929167,0.161079,1005
1,2,0,0,0,1,0.285833,0.291671,0.568333,0.1418,1623
1,2,0,1,1,1,0.271667,0.303658,0.738333,0.045408300000000006,1712
1,2,0,2,1,1,0.220833,0.198246,0.537917,0.36195,1530
1,2,0,3,1,2,0.134783,0.144283,0.494783,0.188839,1605
1,2,0,4,1,1,0.144348,0.14954800000000001,0.437391,0.221935,1538
1,2,0,5,1,1,0.189091,0.213509,0.506364,0.10855,1746
1,2,0,6,0,1,0.2225,0.232954,0.544167,0.20336700000000002,1472
1,2,0,0,0,1,0.31652199999999997,0.324113,0.457391,0.260883,1589
1,2,0,1,1,1,0.415,0.39835,0.375833,0.417908,1913
1,2,0,2,1,1,0.26608699999999996,0.254274,0.314348,0.29137399999999997,1815
1,2,0,3,1,1,0.318261,0.3162,0.42347799999999997,0.251791,2115
1,2,0,4,1,1,0.43583299999999997,0.428658,0.505,0.230104,2475
1,2,0,5,1,1,0.521667,0.511983,0.516667,0.264925,2927
1,2,0,6,0,1,0.399167,0.391404,0.187917,0.507463,1635
1,2,0,0,0,1,0.285217,0.27733,0.407826,0.223235,1812
1,2,1,1,0,2,0.303333,0.284075,0.605,0.307846,1107
1,2,0,2,1,1,0.182222,0.186033,0.577778,0.195683,1450
1,2,0,3,1,1,0.221739,0.24571700000000002,0.423043,0.094113,1917
1,2,0,4,1,2,0.295652,0.289191,0.697391,0.250496,1807
1,2,0,5,1,2,0.364348,0.350461,0.712174,0.346539,1461
1,2,0,6,0,1,0.2825,0.282192,0.537917,0.18657100000000001,1969
1,2,0,0,0,1,0.343478,0.351109,0.68,0.125248,2402
1,2,0,1,1,2,0.407273,0.400118,0.8763639999999999,0.289686,1446
1,3,0,2,1,1,0.266667,0.263879,0.535,0.216425,1851
1,3,0,3,1,1,0.335,0.320071,0.449583,0.30783299999999997,2134
1,3,0,4,1,1,0.19833299999999998,0.200133,0.318333,0.225754,1685
1,3,0,5,1,2,0.261667,0.255679,0.610417,0.203346,1944
1,3,0,6,0,2,0.384167,0.378779,0.789167,0.251871,2077
1,3,0,0,0,2,0.37652199999999997,0.366252,0.948261,0.343287,605
1,3,0,1,1,1,0.261739,0.238461,0.551304,0.341352,1872
1,3,0,2,1,1,0.2925,0.3024,0.420833,0.12065,2133
1,3,0,3,1,2,0.295833,0.286608,0.775417,0.22015,1891
1,3,0,4,1,3,0.38909099999999996,0.385668,0.0,0.26187699999999997,623
1,3,0,5,1,2,0.31652199999999997,0.305,0.649565,0.23296999999999998,1977
1,3,0,6,0,1,0.329167,0.32575,0.594583,0.220775,2132
1,3,0,0,0,1,0.384348,0.380091,0.5273909999999999,0.270604,2417
1,3,0,1,1,1,0.32521700000000003,0.332,0.496957,0.136926,2046
1,3,0,2,1,2,0.317391,0.318178,0.655652,0.184309,2056
1,3,0,3,1,2,0.365217,0.36693000000000003,0.776522,0.20311700000000002,2192
1,3,0,4,1,1,0.415,0.410333,0.602917,0.209579,2744
1,3,0,5,1,1,0.54,0.5270090000000001,0.525217,0.231017,3239
1,3,0,6,0,1,0.4725,0.466525,0.37916700000000003,0.368167,3117
1,3,0,0,0,1,0.3325,0.32575,0.47375,0.20772100000000002,2471
2,3,0,1,1,2,0.430435,0.409735,0.737391,0.288783,2077
2,3,0,2,1,1,0.44166700000000003,0.44064200000000003,0.624583,0.22575,2703
2,3,0,3,1,2,0.346957,0.337939,0.839565,0.23426100000000002,2121
2,3,0,4,1,2,0.285,0.270833,0.805833,0.24378699999999998,1865
2,3,0,5,1,1,0.264167,0.256312,0.495,0.230725,2210
2,3,0,6,0,1,0.265833,0.257571,0.394167,0.209571,2496
2,3,0,0,0,2,0.25304299999999996,0.250339,0.493913,0.1843,1693
2,3,0,1,1,1,0.264348,0.25757399999999997,0.302174,0.212204,2028
2,3,0,2,1,1,0.3025,0.292908,0.31416700000000003,0.226996,2425
2,3,0,3,1,2,0.3,0.29735,0.646667,0.17288800000000001,1536
2,3,0,4,1,3,0.268333,0.257575,0.918333,0.217646,1685
2,4,0,5,1,2,0.3,0.283454,0.68625,0.258708,2227
2,4,0,6,0,2,0.315,0.315637,0.65375,0.19714600000000002,2252
2,4,0,0,0,1,0.378333,0.378767,0.48,0.182213,3249
2,4,0,1,1,1,0.573333,0.542929,0.42625,0.385571,3115
2,4,0,2,1,2,0.414167,0.39835,0.642083,0.388067,1795
2,4,0,3,1,1,0.390833,0.387608,0.470833,0.263063,2808
2,4,0,4,1,1,0.4375,0.433696,0.602917,0.16231199999999998,3141
2,4,0,5,1,2,0.335833,0.324479,0.83625,0.226992,1471
2,4,0,6,0,2,0.3425,0.34152899999999997,0.8775,0.13308299999999998,2455
2,4,0,0,0,2,0.426667,0.426737,0.8575,0.146767,2895
2,4,0,1,1,2,0.5956520000000001,0.565217,0.716956,0.324474,3348
2,4,0,2,1,2,0.5025,0.493054,0.739167,0.274879,2034
2,4,0,3,1,2,0.4125,0.417283,0.819167,0.25061700000000003,2162
2,4,0,4,1,1,0.4675,0.462742,0.540417,0.1107,3267
2,4,1,5,0,1,0.446667,0.441913,0.67125,0.226375,3126
2,4,0,6,0,3,0.43083299999999997,0.425492,0.888333,0.340808,795
2,4,0,0,0,1,0.456667,0.445696,0.479583,0.303496,3744
2,4,0,1,1,1,0.5125,0.503146,0.5425,0.16356700000000002,3429
2,4,0,2,1,2,0.505833,0.48925799999999997,0.665833,0.157971,3204
2,4,0,3,1,1,0.595,0.564392,0.614167,0.241925,3944
2,4,0,4,1,1,0.459167,0.453892,0.407083,0.325258,4189
2,4,0,5,1,2,0.336667,0.321954,0.729583,0.219521,1683
2,4,0,6,0,2,0.46,0.450121,0.887917,0.230725,4036
2,4,0,0,0,2,0.581667,0.551763,0.810833,0.192175,4191
2,4,0,1,1,1,0.606667,0.5745,0.776667,0.185333,4073
2,4,0,2,1,1,0.631667,0.594083,0.729167,0.3265,4400
2,4,0,3,1,2,0.62,0.575142,0.835417,0.3122,3872
2,4,0,4,1,2,0.6175,0.578929,0.700833,0.32090799999999997,4058
2,4,0,5,1,1,0.51,0.497463,0.457083,0.240063,4595
2,4,0,6,0,1,0.4725,0.464021,0.503333,0.235075,5312
2,5,0,0,0,2,0.451667,0.448204,0.762083,0.10635399999999999,3351
2,5,0,1,1,2,0.549167,0.532833,0.73,0.183454,4401
2,5,0,2,1,2,0.616667,0.582079,0.697083,0.342667,4451
2,5,0,3,1,2,0.414167,0.40465,0.737083,0.328996,2633
2,5,0,4,1,1,0.459167,0.441917,0.44416700000000003,0.295392,4433
2,5,0,5,1,1,0.479167,0.474117,0.59,0.228246,4608
2,5,0,6,0,1,0.52,0.512621,0.54125,0.16045,4714
2,5,0,0,0,1,0.5283329999999999,0.518933,0.631667,0.0746375,4333
2,5,0,1,1,1,0.5325,0.525246,0.58875,0.17600000000000002,4362
2,5,0,2,1,1,0.5325,0.522721,0.489167,0.11567100000000001,4803
2,5,0,3,1,1,0.5425,0.5284,0.632917,0.12064200000000001,4182
2,5,0,4,1,1,0.535,0.523363,0.7475,0.189667,4864
2,5,0,5,1,2,0.5125,0.4943,0.863333,0.179725,4105
2,5,0,6,0,2,0.520833,0.500629,0.9225,0.13495,3409
2,5,0,0,0,2,0.5625,0.536,0.867083,0.152979,4553
2,5,0,1,1,1,0.5775,0.550512,0.787917,0.126871,3958
2,5,0,2,1,2,0.561667,0.538529,0.837917,0.277354,4123
2,5,0,3,1,2,0.55,0.527158,0.87,0.201492,3855
2,5,0,4,1,2,0.530833,0.510742,0.829583,0.10821300000000002,4575
2,5,0,5,1,1,0.536667,0.529042,0.719583,0.125013,4917
2,5,0,6,0,1,0.6025,0.571975,0.626667,0.12065,5805
2,5,0,0,0,1,0.604167,0.5745,0.749583,0.148008,4660
2,5,0,1,1,2,0.631667,0.590296,0.81,0.233842,4274
2,5,0,2,1,2,0.66,0.604813,0.740833,0.207092,4492
2,5,0,3,1,1,0.660833,0.615542,0.69625,0.15423299999999998,4978
2,5,0,4,1,1,0.708333,0.654688,0.6775,0.19964200000000001,4677
2,5,0,5,1,1,0.681667,0.637008,0.65375,0.240679,4679
2,5,0,6,0,1,0.655833,0.612379,0.729583,0.23009200000000002,4758
2,5,0,0,0,1,0.6675,0.61555,0.81875,0.21393800000000002,4788
2,5,1,1,0,1,0.733333,0.671092,0.685,0.131225,4098
2,5,0,2,1,1,0.775,0.725383,0.636667,0.111329,3982
2,6,0,3,1,2,0.764167,0.720967,0.677083,0.207092,3974
2,6,0,4,1,1,0.715,0.643942,0.305,0.29228699999999996,4968
2,6,0,5,1,1,0.62,0.587133,0.354167,0.253121,5312
2,6,0,6,0,1,0.635,0.594696,0.45625,0.123142,5342
2,6,0,0,0,2,0.648333,0.616804,0.6525,0.138692,4906
2,6,0,1,1,1,0.678333,0.621858,0.6,0.121896,4548
2,6,0,2,1,1,0.7075,0.65595,0.597917,0.187808,4833
2,6,0,3,1,1,0.775833,0.727279,0.6220829999999999,0.136817,4401
2,6,0,4,1,2,0.808333,0.757579,0.568333,0.149883,3915
2,6,0,5,1,1,0.755,0.703292,0.605,0.14055399999999998,4586
2,6,0,6,0,1,0.725,0.678038,0.654583,0.15485,4966
2,6,0,0,0,1,0.6925,0.643325,0.747917,0.16356700000000002,4460
2,6,0,1,1,1,0.635,0.601654,0.494583,0.30535,5020
2,6,0,2,1,1,0.604167,0.591546,0.507083,0.269283,4891
2,6,0,3,1,1,0.626667,0.587754,0.471667,0.16791199999999998,5180
2,6,0,4,1,2,0.628333,0.595346,0.688333,0.20647100000000002,3767
2,6,0,5,1,1,0.649167,0.600383,0.735833,0.143029,4844
2,6,0,6,0,1,0.696667,0.643954,0.670417,0.11940799999999999,5119
2,6,0,0,0,2,0.699167,0.645846,0.666667,0.102,4744
2,6,0,1,1,2,0.635,0.595346,0.74625,0.155475,4010
3,6,0,2,1,2,0.680833,0.637646,0.770417,0.171025,4835
3,6,0,3,1,1,0.733333,0.693829,0.7075,0.172262,4507
3,6,0,4,1,2,0.728333,0.693833,0.703333,0.238804,4790
3,6,0,5,1,1,0.724167,0.656583,0.573333,0.222025,4991
3,6,0,6,0,1,0.695,0.643313,0.483333,0.209571,5202
3,6,0,0,0,1,0.68,0.637629,0.513333,0.09453330000000001,5305
3,6,0,1,1,2,0.6825,0.637004,0.658333,0.10758800000000002,4708
3,6,0,2,1,1,0.744167,0.692558,0.634167,0.144283,4648
3,6,0,3,1,1,0.728333,0.654688,0.497917,0.261821,5225
3,6,0,4,1,1,0.696667,0.637008,0.434167,0.18531199999999998,5515
3,7,0,5,1,1,0.7225,0.652162,0.39625,0.10260799999999999,5362
3,7,0,6,0,1,0.738333,0.667308,0.444583,0.11506199999999998,5119
3,7,0,0,0,2,0.716667,0.668575,0.6825,0.228858,4649
3,7,1,1,0,2,0.726667,0.665417,0.637917,0.08147919999999999,6043
3,7,0,2,1,1,0.746667,0.696338,0.590417,0.12625799999999998,4665
3,7,0,3,1,1,0.72,0.685633,0.743333,0.149883,4629
3,7,0,4,1,1,0.75,0.686871,0.65125,0.1592,4592
3,7,0,5,1,2,0.709167,0.6704829999999999,0.757917,0.225129,4040
3,7,0,6,0,1,0.733333,0.664158,0.609167,0.16791199999999998,5336
3,7,0,0,0,1,0.7475,0.690025,0.578333,0.183471,4881
3,7,0,1,1,1,0.7625,0.729804,0.635833,0.282337,4086
3,7,0,2,1,1,0.794167,0.739275,0.559167,0.200254,4258
3,7,0,3,1,1,0.746667,0.689404,0.631667,0.14613299999999999,4342
3,7,0,4,1,1,0.680833,0.635104,0.47625,0.24066700000000002,5084
3,7,0,5,1,1,0.663333,0.624371,0.59125,0.182833,5538
3,7,0,6,0,1,0.686667,0.638263,0.585,0.208342,5923
3,7,0,0,0,1,0.719167,0.669833,0.604167,0.245033,5302
3,7,0,1,1,1,0.746667,0.703925,0.65125,0.215804,4458
3,7,0,2,1,1,0.776667,0.747479,0.650417,0.1306,4541
3,7,0,3,1,1,0.768333,0.74685,0.707083,0.113817,4332
3,7,0,4,1,2,0.815,0.826371,0.69125,0.222021,3784
3,7,0,5,1,1,0.848333,0.8408959999999999,0.580417,0.1331,3387
3,7,0,6,0,1,0.849167,0.804287,0.5,0.131221,3285
3,7,0,0,0,1,0.83,0.794829,0.550833,0.16917100000000002,3606
3,7,0,1,1,1,0.743333,0.720958,0.757083,0.09080830000000001,3840
3,7,0,2,1,1,0.771667,0.696979,0.540833,0.200258,4590
3,7,0,3,1,1,0.775,0.690667,0.402917,0.18346300000000001,4656
3,7,0,4,1,1,0.779167,0.7399,0.583333,0.178479,4390
3,7,0,5,1,1,0.838333,0.785967,0.5425,0.17413800000000001,3846
3,7,0,6,0,1,0.804167,0.728537,0.465833,0.168537,4475
3,7,0,0,0,1,0.805833,0.729796,0.480833,0.16481300000000002,4302
3,8,0,1,1,1,0.771667,0.703292,0.550833,0.156717,4266
3,8,0,2,1,1,0.783333,0.707071,0.49125,0.20585,4845
3,8,0,3,1,2,0.731667,0.679937,0.6575,0.13558299999999998,3574
3,8,0,4,1,2,0.71,0.664788,0.7575,0.19715,4576
3,8,0,5,1,1,0.710833,0.656567,0.630833,0.184696,4866
3,8,0,6,0,2,0.716667,0.676154,0.755,0.22825,4294
3,8,0,0,0,1,0.7425,0.715292,0.7529170000000001,0.201487,3785
3,8,0,1,1,1,0.765,0.703283,0.592083,0.192175,4326
3,8,0,2,1,1,0.775,0.724121,0.570417,0.151121,4602
3,8,0,3,1,1,0.766667,0.684983,0.424167,0.200258,4780
3,8,0,4,1,1,0.7175,0.651521,0.42375,0.164796,4792
3,8,0,5,1,1,0.708333,0.654042,0.415,0.125621,4905
3,8,0,6,0,2,0.685833,0.645858,0.729583,0.211454,4150
3,8,0,0,0,2,0.676667,0.624388,0.8175,0.222633,3820
3,8,0,1,1,1,0.665833,0.616167,0.712083,0.208954,4338
3,8,0,2,1,1,0.700833,0.645837,0.578333,0.23632899999999998,4725
3,8,0,3,1,1,0.723333,0.666671,0.575417,0.14366700000000002,4694
3,8,0,4,1,1,0.711667,0.662258,0.654583,0.233208,3805
3,8,0,5,1,2,0.685,0.633221,0.722917,0.139308,4153
3,8,0,6,0,1,0.6975,0.648996,0.674167,0.104467,5191
3,8,0,0,0,1,0.710833,0.675525,0.77,0.248754,3873
3,8,0,1,1,1,0.691667,0.638254,0.47,0.27675,4758
3,8,0,2,1,1,0.640833,0.606067,0.455417,0.146763,5895
3,8,0,3,1,1,0.673333,0.630692,0.605,0.253108,5130
3,8,0,4,1,2,0.684167,0.645854,0.771667,0.210833,3542
3,8,0,5,1,1,0.7,0.659733,0.76125,0.0839625,4661
3,8,0,6,0,2,0.68,0.635556,0.85,0.37561700000000003,1115
3,8,0,0,0,1,0.707059,0.6479590000000001,0.561765,0.304659,4334
3,8,0,1,1,1,0.636667,0.607958,0.554583,0.159825,4634
3,8,0,2,1,1,0.639167,0.594704,0.548333,0.12500799999999998,5204
3,8,0,3,1,1,0.656667,0.611121,0.597917,0.08333330000000001,5058
3,9,0,4,1,1,0.655,0.614921,0.639167,0.141796,5115
3,9,0,5,1,2,0.643333,0.604808,0.727083,0.139929,4727
3,9,0,6,0,1,0.669167,0.633213,0.716667,0.185325,4484
3,9,0,0,0,1,0.709167,0.665429,0.742083,0.206467,4940
3,9,1,1,0,2,0.673333,0.625646,0.790417,0.212696,3351
3,9,0,2,1,3,0.54,0.5152,0.886957,0.343943,2710
3,9,0,3,1,3,0.599167,0.544229,0.917083,0.0970208,1996
3,9,0,4,1,3,0.6339130000000001,0.555361,0.939565,0.192748,1842
3,9,0,5,1,2,0.65,0.578946,0.897917,0.12437899999999999,3544
3,9,0,6,0,1,0.66,0.607962,0.75375,0.153608,5345
3,9,0,0,0,1,0.6533329999999999,0.609229,0.71375,0.11505399999999999,5046
3,9,0,1,1,1,0.6443479999999999,0.60213,0.692174,0.088913,4713
3,9,0,2,1,1,0.650833,0.603554,0.7125,0.14180399999999999,4763
3,9,0,3,1,1,0.673333,0.6269,0.697083,0.1673,4785
3,9,0,4,1,2,0.5775,0.553671,0.709167,0.271146,3659
3,9,0,5,1,2,0.469167,0.461475,0.590417,0.164183,4760
3,9,0,6,0,2,0.491667,0.478512,0.718333,0.189675,4511
3,9,0,0,0,1,0.5075,0.490537,0.695,0.178483,4274
3,9,0,1,1,2,0.549167,0.529675,0.69,0.15174200000000002,4539
3,9,0,2,1,2,0.561667,0.532217,0.88125,0.134954,3641
3,9,0,3,1,2,0.595,0.5505329999999999,0.9,0.0964042,4352
3,9,0,4,1,2,0.628333,0.554963,0.902083,0.128125,4795
4,9,0,5,1,2,0.609167,0.522125,0.9725,0.0783667,2395
4,9,0,6,0,2,0.606667,0.564412,0.8625,0.0783833,5423
4,9,0,0,0,2,0.634167,0.572637,0.845,0.0503792,5010
4,9,0,1,1,2,0.649167,0.589042,0.848333,0.1107,4630
4,9,0,2,1,2,0.636667,0.574525,0.885417,0.118171,4120
4,9,0,3,1,2,0.635,0.575158,0.84875,0.14862899999999998,3907
4,9,0,4,1,1,0.616667,0.574512,0.699167,0.17288299999999998,4839
4,9,0,5,1,1,0.564167,0.544829,0.6475,0.206475,5202
4,10,0,6,0,2,0.41,0.41286300000000004,0.75375,0.292296,2429
4,10,0,0,0,2,0.356667,0.345317,0.791667,0.22201300000000002,2918
4,10,0,1,1,2,0.384167,0.392046,0.760833,0.08334580000000001,3570
4,10,0,2,1,1,0.484167,0.472858,0.71,0.205854,4456
4,10,0,3,1,1,0.538333,0.527138,0.647917,0.17725,4826
4,10,0,4,1,1,0.494167,0.480425,0.620833,0.134954,4765
4,10,0,5,1,1,0.510833,0.504404,0.684167,0.0223917,4985
4,10,0,6,0,1,0.521667,0.513242,0.70125,0.0454042,5409
4,10,0,0,0,1,0.540833,0.523983,0.7275,0.06345,5511
4,10,1,1,0,1,0.570833,0.542925,0.73375,0.0423042,5117
4,10,0,2,1,2,0.566667,0.546096,0.80875,0.143042,4563
4,10,0,3,1,3,0.543333,0.517717,0.90625,0.24815,2416
4,10,0,4,1,2,0.589167,0.551804,0.896667,0.141787,2913
4,10,0,5,1,2,0.550833,0.529675,0.71625,0.223883,3644
4,10,0,6,0,1,0.506667,0.498725,0.483333,0.258083,5217
4,10,0,0,0,1,0.511667,0.503154,0.486667,0.281717,5041
4,10,0,1,1,1,0.5341670000000001,0.510725,0.579583,0.175379,4570
4,10,0,2,1,2,0.5325,0.522721,0.701667,0.11008699999999999,4748
4,10,0,3,1,3,0.5417390000000001,0.513848,0.895217,0.243339,2424
4,10,0,4,1,1,0.475833,0.466525,0.63625,0.422275,4195
4,10,0,5,1,1,0.4275,0.42359600000000003,0.574167,0.221396,4304
4,10,0,6,0,1,0.4225,0.425492,0.629167,0.09266669999999999,4308
4,10,0,0,0,1,0.421667,0.422333,0.74125,0.0995125,4381
4,10,0,1,1,1,0.463333,0.457067,0.772083,0.11879200000000001,4187
4,10,0,2,1,1,0.471667,0.463375,0.622917,0.166658,4687
4,10,0,3,1,2,0.484167,0.472846,0.720417,0.148642,3894
4,10,0,4,1,2,0.47,0.457046,0.812917,0.19776300000000002,2659
4,10,0,5,1,2,0.330833,0.318812,0.585833,0.229479,3747
4,10,0,6,0,3,0.25416700000000003,0.227913,0.8825,0.351371,627
4,10,0,0,0,1,0.31916700000000003,0.321329,0.62375,0.176617,3331
4,10,0,1,1,1,0.34,0.356063,0.703333,0.10635,3669
4,11,0,2,1,1,0.400833,0.397088,0.68375,0.135571,4068
4,11,0,3,1,1,0.3775,0.390133,0.71875,0.08209169999999999,4186
4,11,0,4,1,1,0.408333,0.405921,0.702083,0.136817,3974
4,11,0,5,1,2,0.403333,0.40339200000000003,0.6225,0.271779,4046
4,11,0,6,0,1,0.326667,0.323854,0.519167,0.18906199999999998,3926
4,11,0,0,0,1,0.348333,0.362358,0.734583,0.09205419999999999,3649
4,11,0,1,1,1,0.395,0.400871,0.75875,0.057225,4035
4,11,0,2,1,1,0.408333,0.412246,0.7216670000000001,0.0690375,4205
4,11,0,3,1,1,0.4,0.40907899999999997,0.758333,0.06219580000000001,4109
4,11,0,4,1,2,0.38,0.373721,0.813333,0.189067,2933
4,11,1,5,0,1,0.324167,0.306817,0.44625,0.314675,3368
4,11,0,6,0,1,0.356667,0.357942,0.552917,0.212062,4067
4,11,0,0,0,1,0.440833,0.43055,0.458333,0.281721,3717
4,11,0,1,1,1,0.53,0.524612,0.587083,0.306596,4486
4,11,0,2,1,2,0.53,0.507579,0.68875,0.199633,4195
4,11,0,3,1,3,0.456667,0.451988,0.93,0.136829,1817
4,11,0,4,1,2,0.341667,0.323221,0.575833,0.30536199999999997,3053
4,11,0,5,1,1,0.274167,0.272721,0.41,0.168533,3392
4,11,0,6,0,1,0.329167,0.32448299999999997,0.502083,0.224496,3663
4,11,0,0,0,2,0.463333,0.457058,0.6845829999999999,0.18595,3520
4,11,0,1,1,3,0.4475,0.445062,0.91,0.138054,2765
4,11,0,2,1,3,0.416667,0.421696,0.9625,0.11879200000000001,1607
4,11,0,3,1,2,0.440833,0.430537,0.757917,0.335825,2566
4,11,1,4,0,1,0.37333299999999997,0.372471,0.549167,0.167304,1495
4,11,0,5,1,1,0.375,0.380671,0.64375,0.0988958,2792
4,11,0,6,0,1,0.375833,0.385087,0.681667,0.0684208,3068
4,11,0,0,0,1,0.459167,0.4558,0.698333,0.208954,3071
4,11,0,1,1,1,0.503478,0.490122,0.743043,0.142122,3867
4,11,0,2,1,2,0.458333,0.451375,0.830833,0.258092,2914
4,11,0,3,1,1,0.325,0.311221,0.613333,0.271158,3613
4,12,0,4,1,1,0.3125,0.305554,0.524583,0.220158,3727
4,12,0,5,1,1,0.31416700000000003,0.331433,0.625833,0.100754,3940
4,12,0,6,0,1,0.299167,0.310604,0.612917,0.0957833,3614
4,12,0,0,0,1,0.330833,0.3491,0.775833,0.08395830000000001,3485
4,12,0,1,1,2,0.385833,0.393925,0.827083,0.06220830000000001,3811
4,12,0,2,1,3,0.4625,0.4564,0.949583,0.23258299999999998,2594
4,12,0,3,1,3,0.41,0.400246,0.970417,0.266175,705
4,12,0,4,1,1,0.265833,0.256938,0.58,0.240058,3322
4,12,0,5,1,1,0.290833,0.317542,0.695833,0.08271669999999999,3620
4,12,0,6,0,1,0.275,0.266412,0.5075,0.233221,3190
4,12,0,0,0,1,0.220833,0.253154,0.49,0.0665417,2743
4,12,0,1,1,1,0.238333,0.270196,0.670833,0.06345,3310
4,12,0,2,1,1,0.2825,0.301138,0.59,0.14055,3523
4,12,0,3,1,2,0.3175,0.338362,0.66375,0.06095830000000001,3740
4,12,0,4,1,2,0.4225,0.41223699999999996,0.634167,0.268042,3709
4,12,0,5,1,2,0.375,0.359825,0.500417,0.260575,3577
4,12,0,6,0,2,0.258333,0.249371,0.560833,0.243167,2739
4,12,0,0,0,1,0.238333,0.245579,0.58625,0.16977899999999999,2431
4,12,0,1,1,1,0.276667,0.280933,0.6375,0.172896,3403
4,12,0,2,1,2,0.385833,0.396454,0.595417,0.06157080000000001,3750
1,12,0,3,1,2,0.428333,0.428017,0.858333,0.2214,2660
1,12,0,4,1,2,0.423333,0.426121,0.7575,0.047275,3068
1,12,0,5,1,1,0.37333299999999997,0.377513,0.68625,0.274246,2209
1,12,0,6,0,1,0.3025,0.299242,0.5425,0.190304,1011
1,12,0,0,0,1,0.274783,0.279961,0.681304,0.155091,754
1,12,1,1,0,1,0.321739,0.315535,0.506957,0.239465,1317
1,12,0,2,1,2,0.325,0.327633,0.7625,0.18845,1162
1,12,0,3,1,1,0.29913,0.279974,0.503913,0.29396100000000003,2302
1,12,0,4,1,1,0.248333,0.263892,0.574167,0.11941199999999999,2423
1,12,0,5,1,1,0.311667,0.318812,0.636667,0.13433699999999998,2999
1,12,0,6,0,1,0.41,0.414121,0.615833,0.220154,2485
1,1,0,0,0,1,0.37,0.375621,0.6925,0.192167,2294
1,1,1,1,0,1,0.273043,0.252304,0.381304,0.329665,1951
1,1,0,2,1,1,0.15,0.126275,0.44125,0.365671,2236
1,1,0,3,1,2,0.1075,0.11933699999999998,0.414583,0.1847,2368
1,1,0,4,1,1,0.265833,0.278412,0.524167,0.129987,3272
1,1,0,5,1,1,0.334167,0.340267,0.542083,0.167908,4098
1,1,0,6,0,1,0.393333,0.390779,0.531667,0.174758,4521
1,1,0,0,0,1,0.3375,0.340258,0.465,0.19154200000000002,3425
1,1,0,1,1,2,0.224167,0.247479,0.701667,0.0989,2376
1,1,0,2,1,1,0.308696,0.318826,0.646522,0.187552,3598
1,1,0,3,1,2,0.274167,0.282821,0.8475,0.131221,2177
1,1,0,4,1,2,0.3825,0.381938,0.802917,0.18096700000000002,4097
1,1,0,5,1,1,0.274167,0.249362,0.5075,0.378108,3214
1,1,0,6,0,1,0.18,0.183087,0.4575,0.187183,2493
1,1,0,0,0,1,0.166667,0.161625,0.419167,0.251258,2311
1,1,1,1,0,1,0.19,0.190663,0.5225,0.23135799999999998,2298
